bits,candidate,ppl,ppl_delta_pct,pure_kv_mb,compression,effective_kv_bits,selection_status,pareto
16,BF16 baseline,11.225832893127627,0.0,31.875,1.0,16.0,,True
8,8b META8g256 G128 R0,11.229204023740856,0.030030115763546306,16.064453125,1.98419452887538,8.063725490196079,accepted_under_quality_cap,True
4,4b META8g64 SYM G128 R0,11.75162254918722,4.68374739821289,8.1015625,3.9344262295081966,4.066666666666666,accepted_under_quality_cap,False
3,3b META8g64 SYM G32 R2,11.612529439212732,3.444702497948615,6.706787109375,4.752648247242547,3.3665441176470585,accepted_under_quality_cap,False
2,2b WIN META8g64 G32 R4,11.477435734357258,2.2412843984490394,6.51513671875,4.892452971595593,3.270343137254902,accepted_under_quality_cap,True
